review,rating
"This product is fabulous in this price range ..... In 2k I have 18hours playback. Earlier I thought that this product should give atleast 12 hours backup, but on other hand terrific battery life. If you are searching for wireless earphone then go for it. Just not because I'm saying, it just worth it.",5
1)Sound Quality Is Best.2)Bass superb but less than OnePlus bullet 2.3) Design and Build quality is best.4) Battery Back-up is very very Awesome. Standby time is 8-9 hour in 10 min charging..5) Full charge backup 19-20 hours really good and Best..6) Latency is Awesome i am tested this in Call of Duty..7) Noise cancellation is in Average mode ..8) Full charge in 25-30 min..In 10 min 50-60 % charge.9) connectivity is Awesome working in OnePlus...Other devices take time 5-10 se...,5
"Really good wireless headset. I came across a lot of reviews saying the bass is not so good. But I didn't feel so . It's really good.The sound quality is so balanced and it's perfect for movies , music and calls.",5
"Primary purpose of selecting this headset:Since I have many calls/meetings throughout the day, I needed a headset with good battery backup (was fed up of my ANT headset as it used to run out of battery midway through the day), something which is comfortable and flexible enough to use in a rough manner.Why I believe this is just perfect for my needs-*Battery easily lasts 2 full days of moderate to heavy use (close to 14-15hrs playback)*Charging from 0-100% is done in 40mins (i use Sam...",4
Its almost a month nowVery good purchase. Fast charging supported. Charged in less than 30 minutes with my realme 30w charger.Good battery backup lasting about 2 to 3 days.Not so good for bass lover. Has some bass but not that thumping sound.Sound quality is excellent with good mic quality.It has type c so don't have to carry another wire.Well done one plus.,5
I THINK THIS HEADSET IS BEST IN THIS RANGE. BETTER SOUND QUANTITY AS COMPARE TO OTHER HEADSET AND DESIGN ALSO IS LOOKS LIKE A CLASS.,5
"Awesome battery backup for 15 hour continuouslyBuild quality is greatAnd call quality is superIn can be used continuously for whole dayAnd sound quality is better then other competitors in market.Worth to spend a little more money on this then Realme and Xiaomi.And the best bart is i mainly use it for PUBG.But i have Oneplus 7 Pro so that could be the reason also, that i didn't face any sound delay.If you don't have Oneplus device you could face sound delay in gaming.GO FOR IT......!",5
Battery backup is really great as promised by company. But sound quality is like basic Nokia  earphones we were getting many years back. Now that's what we expect from branded ones.  Less sound  very little bass  not satisfied,3
Probably the best bluetooth earphones by OnePlus in this price range.Masterpiece in itself.Build quality top notch.Sound quality is awesome.Bass is adequate and sweet.Treble is perfectly balanced.What else do you need?,5
Bass is average 6/10Build quality is good 9/10Battery  back up is awesome 😀 10/10Sound is ok 8/10For calling is fine 8/10Connectivity is good 10/10Water resistance is good 9/10Charging time is excellent 10/10Latency is there and is low with OnePlus 7tOverall rating is 8/10,4
"This oneplus bullets wirless Z is excellent deal..battery backup is awesome as told by the company earlier...it takes approximately 1 hour to charge 100% by  C type dash charger ( I have one Plus 6 )... roughly it backup is almost 3 days( it also depends on the use).the looks is premium, u will not feel that in ur neck there is something, it is very light.the bass is good enough not huge not less..it is very balanced I must say the least. Overall its must  buy",5
If you are Bass lover this earphone is not for you but for a quality music and for smooth audio this one is best in the range.,5
Sound is very good .. but not that great ... For the  price point it's a very good product... U can go for it,4
The earphone ticks all the boxes. But what really sets it apart is its surprisingly clear clarity specially the vocals which are top notch. All the sounds are very discernible which makes it all the more pleasant.,5
"Honest review: OnePlus has a image of giving the best product which is pocket friendly as well. This wireless costs for 2k and the sound quality is way much better than the JBL E25bt earphones, trust me the bass vocal are top notch according to the pricing of the earphones. In 2k you will have features like waterproof, low latency mode (only for OP users), magnetic control (which I am loving it) easy pairing and quick switch (also loving the most) and the main feature of working for 10hours o...",5
"Amazing headset at such an awesome price. Internationally its priced $49 dollars which converts to Rs 3,689/- approximately according to the currency exchange rates today. Sound Quality is Awesome.Bass is a bit lacking.Battery Backup is awesome. (Also it charges completely within 1 hour with a 5W charger!)Features are top notch.",4
Pros>>>😍 the built quality really really good like it can be easily bended twisted and ut retains its shape back. And the magnetic controls loved this😍 supper comfy like i wore it for like 13 14 hrs still the was no pain and irritation and the weight is soo low that you cannot even feel it 😍safty like it doesnot falls from your ears even after a long workout session and it is light doent means that it can fall easily😍SOUND QUALITY for mids vocals lows and hidh it is realllly good l...,5
